,Game Result,Game Mode,Time Length,MMR or Elo,Skill Rank,Relic 1,Relic 2,Kill #,Death #,Assist #,KDA,God Name,Level and Total Gold
752,defeat,Ranked: Conquest - 3 months ago,19m,-17,-72 SR,Aegis Amulet,Purification Beads,5, 5, 2,"
1.2 KDA
",Kukulkan,"
Level 17 / 10,776G
"
753,victory,Ranked: Conquest - 3 months ago,29m,+16,+12 SR,Heavenly Wings Upgrade,Magic Shell Upgrade,8, 3, 14,"
5 KDA
",Scylla,"
Level 20 / 15,582G
"
754,victory,Ranked: Conquest - 3 months ago,24m,+16,+24 SR,Purification Beads,Blink Rune,6, 3, 6,"
3 KDA
",Nox,"
Level 19 / 13,566G
"
755,defeat,Ranked: Conquest - 3 months ago,16m,-16,-74 SR,Teleport Glyph,Sundering Spear Upgrade,1, 6, 0,"
0.17 KDA
",Fafnir,"
Level 14 / 8,787G
"
756,victory,Ranked: Conquest - 3 months ago,24m,+16,+41 SR,Aegis Amulet,Purification Beads,8, 1, 3,"
9.5 KDA
",Zeus,"
Level 20 / 15,353G
"
757,defeat,Ranked: Conquest - 3 months ago,23m,-18,-223 SR,Shield of Thorns Upgrade,Teleport Glyph,3, 4, 0,"
0.75 KDA
",King Arthur,"
Level 20 / 12,427G
"
758,defeat,Ranked: Conquest - 3 months ago,34m,-15,-98 SR,Purification Beads Upgrade,Blink Rune,6, 5, 6,"
1.8 KDA
",Susano,"
Level 20 / 16,537G
"
759,victory,Ranked: Conquest - 3 months ago,31m,+17,+42 SR,Aegis Amulet,Blink Rune,8, 9, 9,"
1.39 KDA
",Isis,"
Level 20 / 18,500G
"
760,defeat,Ranked: Conquest - 3 months ago,27m,-17,-67 SR,Purification Beads,Blink Rune,11, 7, 5,"
1.93 KDA
",Bastet,"
Level 20 / 15,504G
"
761,defeat,Ranked: Conquest - 3 months ago,6m,-16,-87 SR,Relic,Purification Beads,1, 1, 0,"
1 KDA
",Neith,"
Level 7 / 3,913G
"
762,victory,Ranked: Conquest - 3 months ago,23m,+18,+36 SR,Purification Beads,Blink Rune,4, 4, 11,"
2.38 KDA
",Nox,"
Level 19 / 13,203G
"
763,victory,Ranked: Conquest - 3 months ago,29m,+18,+42 SR,Aegis Amulet,Purification Beads,6, 2, 12,"
6 KDA
",Ra,"
Level 20 / 18,755G
"
764,victory,Ranked: Conquest - 3 months ago,39m,+16,+32 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,7, 1, 16,"
15 KDA
",Raijin,"
Level 20 / 21,391G
"
765,defeat,Ranked: Conquest - 3 months ago,37m,-17,-103 SR,Purification Beads Upgrade,Blink Rune,6, 5, 11,"
2.3 KDA
",Mercury,"
Level 20 / 19,680G
"
766,victory,Ranked: Conquest - 3 months ago,28m,+15,+59 SR,Aegis Amulet,Purification Beads,11, 6, 10,"
2.67 KDA
",Medusa,"
Level 20 / 16,073G
"
767,defeat,Ranked: Conquest - 3 months ago,16m,-17,-95 SR,Aegis Amulet,Purification Beads,0, 4, 1,"
0.13 KDA
",Xbalanque,"
Level 12 / 6,946G
"
768,defeat,Ranked: Conquest - 3 months ago,27m,-17,-93 SR,Aegis Amulet,Blink Rune,4, 8, 12,"
1.25 KDA
",Hades,"
Level 20 / 14,741G
"
769,defeat,Ranked: Conquest - 3 months ago,32m,-16,-62 SR,Aegis Amulet,Purification Beads,7, 8, 6,"
1.25 KDA
",Izanami,"
Level 20 / 16,724G
"
770,defeat,Ranked: Conquest - 3 months ago,25m,-17,-248 SR,Meditation Cloak,Sundering Spear Upgrade,3, 9, 7,"
0.72 KDA
",Sobek,"
Level 16 / 11,953G
"
771,victory,Ranked: Conquest - 3 months ago,22m,+18,+108 SR,Heavenly Wings Upgrade,Blink Rune,3, 2, 16,"
5.5 KDA
",Ne Zha,"
Level 19 / 13,619G
"
772,defeat,Ranked: Conquest - 3 months ago,23m,-17,-180 SR,Magic Shell Upgrade,Blink Rune,4, 6, 3,"
0.92 KDA
",Thanatos,"
Level 15 / 11,263G
"
773,victory,Ranked: Conquest - 3 months ago,25m,+16,+162 SR,Purification Beads,Blink Rune,6, 2, 12,"
6 KDA
",Erlang Shen,"
Level 20 / 15,041G
"
774,victory,Normal: Conquest - 3 months ago,18m,+45,+56 SR,Purification Beads,Blink Rune,9, 2, 8,"
6.5 KDA
",Raijin,"
Level 17 / 10,750G
"
775,defeat,Ranked: Conquest - 3 months ago,28m,-17,-73 SR,Purification Beads,Blink Rune,4, 6, 7,"
1.25 KDA
",Ah Puch,"
Level 20 / 13,893G
"
776,defeat,Ranked: Conquest - 3 months ago,33m,-19,-57 SR,Purification Beads,Blink Rune,10, 5, 5,"
2.5 KDA
",Ymir,"
Level 20 / 17,336G
"
777,defeat,Ranked: Conquest - 3 months ago,28m,-18,-38 SR,Aegis Amulet,Purification Beads,0, 4, 5,"
0.63 KDA
",Nu Wa,"
Level 20 / 12,917G
"
778,defeat,Ranked: Conquest - 3 months ago,27m,-16,-101 SR,Purification Beads,Blink Rune,4, 8, 3,"
0.69 KDA
",Chaac,"
Level 17 / 11,390G
"
779,victory,Ranked: Conquest - 3 months ago,34m,+18,+83 SR,Purification Beads Upgrade,Blink Rune,7, 4, 10,"
3 KDA
",Agni,"
Level 20 / 19,473G
"
780,victory,Ranked: Conquest - 3 months ago,24m,+20,+56 SR,Purification Beads,Blink Rune,8, 4, 8,"
3 KDA
",Anubis,"
Level 20 / 15,638G
"
781,defeat,Ranked: Conquest - 3 months ago,26m,-16,-79 SR,Aegis Amulet,Purification Beads,6, 12, 12,"
1 KDA
",Raijin,"
Level 20 / 14,667G
"
782,victory,Ranked: Conquest - 3 months ago,18m,+16,+165 SR,Purification Beads,Blink Rune,8, 1, 12,"
14 KDA
",Athena,"
Level 18 / 12,033G
"
783,defeat,Ranked: Conquest - 3 months ago,18m,-18,-113 SR,Heavenly Wings Upgrade,Sundering Spear,4, 5, 4,"
1.2 KDA
",Fafnir,"
Level 13 / 9,703G
"
784,defeat,Ranked: Conquest - 3 months ago,27m,-18,-30 SR,Shield of Thorns Upgrade,Heavenly Wings Upgrade,7, 3, 11,"
4.17 KDA
",Bacchus,"
Level 19 / 14,241G
"
785,victory,Ranked: Conquest - 3 months ago,24m,+14,+131 SR,Horrific Emblem Upgrade,Heavenly Wings Upgrade,9, 0, 6,"
12 KDA
",Achilles,"
Level 20 / 15,109G
"
786,defeat,Ranked: Conquest - 3 months ago,34m,-19,-72 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,3, 5, 7,"
1.3 KDA
",Fenrir,"
Level 20 / 15,679G
"
787,victory,Ranked: Conquest - 3 months ago,34m,"+2
",+50 SR,Purification Beads Upgrade,Blink Rune Upgrade,22, 5, 14,"
5.8 KDA
",Isis,"
Level 20 / 23,505G
"
788,defeat,Ranked: Duel - 3 months ago,21m,-55,-64 SR,Aegis Amulet Upgrade,Blink Rune Upgrade,3, 6, 0,"
0.5 KDA
",Ra,"
Level 20 / 16,514G
"
789,defeat,Ranked: Conquest - 3 months ago,39m,-17,-117 SR,Shield of Thorns Upgrade,Blink Rune Upgrade,5, 6, 20,"
2.5 KDA
",Nike,"
Level 20 / 19,744G
"
790,victory,Ranked: Conquest - 3 months ago,24m,+17,+81 SR,Purification Beads,Blink Rune,6, 2, 13,"
6.25 KDA
",Artio,"
Level 20 / 14,741G
"
791,victory,Ranked: Conquest - 3 months ago,38m,+17,+250 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,9, 6, 10,"
2.33 KDA
",Chernobog,"
Level 20 / 23,379G
"
792,defeat,Ranked: Conquest - 3 months ago,45m,-14,-234 SR,Purification Beads Upgrade,Blink Rune Upgrade,13, 7, 14,"
2.86 KDA
",Mercury,"
Level 20 / 30,168G
"
793,victory,Ranked: Conquest - 3 months ago,45m,+12,+65 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,11, 9, 13,"
1.94 KDA
",Zeus,"
Level 20 / 24,253G
"
794,defeat,Ranked: Conquest - 3 months ago,29m,-13,-75 SR,Purification Beads,Blink Rune,10, 10, 2,"
1.1 KDA
",Artemis,"
Level 20 / 14,961G
"
795,victory,Ranked: Conquest - 3 months ago,26m,+13,+124 SR,Aegis Amulet,Purification Beads,6, 1, 10,"
11 KDA
",Chronos,"
Level 20 / 15,576G
"
796,victory,Ranked: Conquest - 3 months ago,27m,+17,+78 SR,Purification Beads,Blink Rune,6, 3, 9,"
3.5 KDA
",Anhur,"
Level 20 / 16,449G
"
797,defeat,Ranked: Conquest - 3 months ago,30m,-16,-181 SR,Aegis Amulet,Purification Beads,8, 7, 3,"
1.36 KDA
",Xbalanque,"
Level 20 / 14,472G
"
798,defeat,Ranked: Conquest - 3 months ago,32m,-18,-133 SR,Aegis Amulet,Purification Beads,3, 9, 6,"
0.67 KDA
",Thoth,"
Level 20 / 15,104G
"
799,victory,Ranked: Conquest - 3 months ago,41m,+17,+71 SR,Purification Beads Upgrade,Blink Rune Upgrade,9, 5, 23,"
4.1 KDA
",Tyr,"
Level 20 / 22,495G
"
800,defeat,Ranked: Conquest - 3 months ago,28m,-18,-255 SR,Shield of Thorns Upgrade,Blink Rune,12, 6, 5,"
2.42 KDA
",Chaac,"
Level 20 / 15,904G
"
801,victory,Ranked: Conquest - 3 months ago,32m,+17,+43 SR,Shield of Thorns Upgrade,Blink Rune Upgrade,14, 2, 18,"
11.5 KDA
",Nike,"
Level 20 / 20,734G
"
802,defeat,Ranked: Conquest - 3 months ago,23m,"0
 ",-66 SR,Aegis Amulet,Purification Beads,2, 5, 3,"
0.7 KDA
",Nu Wa,"
Level 17 / 11,208G
"
803,defeat,Ranked: Conquest - 3 months ago,37m,-17,-137 SR,Cursed Ankh Upgrade,Teleport Glyph Upgrade,2, 5, 12,"
1.6 KDA
",Cerberus,"
Level 20 / 18,337G
"
804,victory,Ranked: Conquest - 3 months ago,32m,+17,+37 SR,Purification Beads,Blink Rune,11, 1, 8,"
15 KDA
",Nox,"
Level 20 / 19,563G
"
805,victory,Ranked: Conquest - 3 months ago,27m,+18,+126 SR,Bracer of Undoing Upgrade,Meditation Cloak Upgrade,7, 5, 15,"
2.9 KDA
",Fenrir,"
Level 20 / 15,649G
"
806,victory,Ranked: Conquest - 3 months ago,21m,+17,+122 SR,Purification Beads,Blink Rune,4, 1, 4,"
6 KDA
",Zhong Kui,"
Level 19 / 13,180G
"
807,defeat,Ranked: Conquest - 3 months ago,29m,"-1
",-163 SR,Aegis Amulet Upgrade,Blink Rune Upgrade,10, 5, 6,"
2.6 KDA
",Rama,"
Level 20 / 17,424G
"
808,defeat,Ranked: Conquest - 3 months ago,30m,-19,-87 SR,Shield of Thorns Upgrade,Teleport Glyph Upgrade,6, 4, 8,"
2.5 KDA
",Guan Yu,"
Level 20 / 16,127G
"
809,victory,Ranked: Conquest - 3 months ago,39m,+19,+57 SR,Shield of Thorns Upgrade,Teleport Glyph Upgrade,10, 7, 11,"
2.21 KDA
",Nike,"
Level 20 / 20,353G
"
810,defeat,Ranked: Conquest - 3 months ago,32m,-18,-90 SR,Aegis Amulet,Purification Beads,9, 15, 11,"
0.97 KDA
",Izanami,"
Level 20 / 19,266G
"
811,defeat,Ranked: Conquest - 3 months ago,34m,-16,-114 SR,Purification Beads Upgrade,Blink Rune,9, 7, 12,"
2.14 KDA
",Nox,"
Level 20 / 18,899G
"
812,victory,Ranked: Conquest - 3 months ago,29m,+14,+15 SR,Purification Beads,Blink Rune,11, 4, 8,"
3.75 KDA
",Scylla,"
Level 20 / 18,135G
"
813,defeat,Ranked: Conquest - 3 months ago,34m,-14,-91 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,7, 2, 6,"
5 KDA
",Xing Tian,"
Level 20 / 16,879G
"
814,defeat,Normal: Conquest - 3 months ago,22m,-54,-185 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,4, 5, 6,"
1.4 KDA
",Horus,"
Level 16 / 11,677G
"
815,defeat,Normal: Conquest - 3 months ago,22m,-72,-155 SR,Purification Beads,Blink Rune,8, 6, 10,"
2.17 KDA
",Set,"
Level 20 / 13,935G
"
816,victory,Ranked: Conquest - 3 months ago,22m,+17,+19 SR,Purification Beads,Blink Rune,12, 4, 1,"
3.13 KDA
",Scylla,"
Level 20 / 15,012G
"
817,defeat,Ranked: Conquest - 3 months ago,36m,-17,-157 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,14, 13, 9,"
1.42 KDA
",Apollo,"
Level 20 / 21,000G
"
818,victory,Ranked: Conquest - 3 months ago,34m,+17,+107 SR,Purification Beads Upgrade,Blink Rune Upgrade,6, 3, 14,"
4.33 KDA
",Ymir,"
Level 20 / 21,685G
"
819,victory,Ranked: Conquest - 3 months ago,27m,+16,+58 SR,Aegis Amulet,Purification Beads,13, 3, 9,"
5.83 KDA
",Raijin,"
Level 20 / 16,851G
"
820,victory,Ranked: Conquest - 3 months ago,22m,+16,+82 SR,Purification Beads,Blink Rune,11, 2, 4,"
6.5 KDA
",Loki,"
Level 20 / 15,423G
"
821,victory,Ranked: Conquest - 3 months ago,37m,+16,+58 SR,Heavenly Wings Upgrade,Blink Rune Upgrade,6, 7, 19,"
2.21 KDA
",Ares,"
Level 20 / 20,676G
"
822,defeat,Ranked: Conquest - 3 months ago,42m,-16,-57 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,9, 12, 6,"
1 KDA
",The Morrigan,"
Level 20 / 23,663G
"
823,victory,Ranked: Conquest - 3 months ago,36m,"+8
",+251 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,6, 4, 25,"
4.63 KDA
",Fafnir,"
Level 20 / 20,427G
"
824,defeat,Ranked: Conquest - 3 months ago,21m,-15,-124 SR,Shield of Thorns,Teleport Glyph Upgrade,0, 2, 2,"
0.5 KDA
",Sun Wukong,"
Level 18 / 10,263G
"
825,defeat,Ranked: Conquest - 3 months ago,24m,-17,-88 SR,Aegis Amulet,Blink Rune,3, 4, 6,"
1.5 KDA
",Isis,"
Level 17 / 11,621G
"
826,victory,Ranked: Conquest - 3 months ago,39m,+17,+217 SR,Purification Beads Upgrade,Blink Rune Upgrade,9, 4, 20,"
4.75 KDA
",Thor,"
Level 20 / 22,688G
"
827,victory,Ranked: Conquest - 3 months ago,25m,+15,+107 SR,Aegis Amulet,Purification Beads,9, 5, 11,"
2.9 KDA
",Zeus,"
Level 20 / 15,265G
"
828,defeat,Ranked: Conquest - 3 months ago,19m,-15,-79 SR,Aegis Amulet,Purification Beads,1, 3, 2,"
0.67 KDA
",Ra,"
Level 17 / 10,326G
"
829,defeat,Ranked: Conquest - 3 months ago,40m,-15,-73 SR,Purification Beads Upgrade,Blink Rune Upgrade,17, 12, 5,"
1.63 KDA
",The Morrigan,"
Level 20 / 24,951G
"
830,defeat,Ranked: Conquest - 3 months ago,25m,-17,-193 SR,Shield of Thorns Upgrade,Teleport Glyph Upgrade,6, 2, 7,"
4.75 KDA
",Guan Yu,"
Level 20 / 13,323G
"
831,victory,Ranked: Conquest - 3 months ago,47m,+16,+151 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,9, 11, 18,"
1.64 KDA
",Hachiman,"
Level 20 / 26,042G
"
832,defeat,Ranked: Conquest - 4 months ago,39m,-17,-34 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,6, 8, 11,"
1.44 KDA
",Janus,"
Level 20 / 19,932G
"
833,victory,Ranked: Conquest - 4 months ago,36m,+16,+223 SR,Aegis Amulet Upgrade,Blink Rune Upgrade,14, 4, 16,"
5.5 KDA
",Hel,"
Level 20 / 23,962G
"
834,defeat,Ranked: Conquest - 4 months ago,29m,-16,-124 SR,Purification Beads Upgrade,Blink Rune Upgrade,8, 7, 5,"
1.5 KDA
",Camazotz,"
Level 20 / 15,523G
"
835,defeat,Ranked: Conquest - 4 months ago,15m,-16,-186 SR,Relic,Blink Rune,4, 5, 0,"
0.8 KDA
",Ravana,"
Level 11 / 7,553G
"
836,victory,Normal: Conquest - 4 months ago,40m,+46,+232 SR,Purification Beads Upgrade,Blink Rune Upgrade,19, 5, 8,"
4.6 KDA
",Achilles,"
Level 20 / 26,585G
"
837,defeat,Ranked: Conquest - 4 months ago,26m,-20,-244 SR,Purification Beads Upgrade,Blink Rune,1, 6, 4,"
0.5 KDA
",Serqet,"
Level 18 / 11,794G
"
838,victory,Ranked: Conquest - 4 months ago,38m,+12,+43 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,12, 4, 12,"
4.5 KDA
",Merlin,"
Level 20 / 25,416G
"
839,defeat,Ranked: Duel - 4 months ago,24m,-25,-436 SR,Magic Shell Upgrade,Bracer of Undoing Upgrade,2, 14, 0,"
0.14 KDA
",Hera,"
Level 20 / 17,879G
"
840,defeat,Ranked: Conquest - 4 months ago,20m,-12,-43 SR,Aegis Amulet,Purification Beads,1, 6, 0,"
0.17 KDA
",Vulcan,"
Level 15 / 9,434G
"
841,defeat,Ranked: Conquest - 4 months ago,51m,-18,-125 SR,Purification Beads Upgrade,Blink Rune Upgrade,1, 14, 19,"
0.75 KDA
",Izanami,"
Level 20 / 22,854G
"
842,victory,Ranked: Conquest - 4 months ago,33m,+17,+137 SR,Purification Beads Upgrade,Blink Rune Upgrade,6, 6, 12,"
2 KDA
",Poseidon,"
Level 20 / 20,079G
"
843,victory,Ranked: Conquest - 4 months ago,31m,+12,+252 SR,Purification Beads Upgrade,Blink Rune Upgrade,13, 4, 14,"
5 KDA
",Kali,"
Level 20 / 20,688G
"
844,defeat,Ranked: Conquest - 4 months ago,11m,-15,-180 SR,Relic,Purification Beads,1, 2, 0,"
0.5 KDA
",Fenrir,"
Level 9 / 5,649G
"
845,victory,Ranked: Conquest - 4 months ago,14m,+18,+101 SR,Teleport Glyph,Blink Rune,3, 3, 1,"
1.17 KDA
",He Bo,"
Level 13 / 8,039G
"
846,defeat,Ranked: Conquest - 4 months ago,27m,-17,-101 SR,Aegis Amulet,Purification Beads,3, 7, 5,"
0.79 KDA
",Kukulkan,"
Level 19 / 13,116G
"
847,defeat,Ranked: Conquest - 4 months ago,25m,-16,-70 SR,Cursed Ankh Upgrade,Teleport Glyph,0, 4, 6,"
0.75 KDA
",Terra,"
Level 17 / 10,991G
"
848,defeat,Ranked: Conquest - 4 months ago,20m,-17,-125 SR,Purification Beads,Blink Rune,5, 6, 1,"
0.92 KDA
",Kali,"
Level 16 / 10,786G
"
849,victory,Ranked: Conquest - 4 months ago,30m,+16,+29 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,7, 3, 12,"
4.33 KDA
",Kukulkan,"
Level 20 / 18,023G
"
850,victory,Ranked: Conquest - 4 months ago,33m,+18,+33 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,11, 10, 15,"
1.85 KDA
",The Morrigan,"
Level 20 / 20,064G
"
851,defeat,Ranked: Conquest - 4 months ago,28m,-16,-179 SR,Aegis Amulet,Purification Beads,3, 8, 5,"
0.69 KDA
",Discordia,"
Level 20 / 13,824G
"
852,victory,Ranked: Conquest - 4 months ago,10m,+17,+88 SR,Relic,Aegis Amulet,6, 0, 2,"
7 KDA
",Agni,"
Level 12 / 6,683G
"
853,victory,Ranked: Conquest - 4 months ago,37m,+10,+14 SR,Purification Beads Upgrade,Blink Rune Upgrade,28, 3, 15,"
11.83 KDA
",Scylla,"
Level 20 / 24,944G
"
854,victory,Ranked: Conquest - 4 months ago,18m,"+4
",+59 SR,Aegis Amulet,Purification Beads,8, 0, 8,"
12 KDA
",Discordia,"
Level 18 / 12,249G
"
855,victory,Normal: Conquest - 4 months ago,38m,+10,+81 SR,Purification Beads Upgrade,Blink Rune Upgrade,11, 9, 4,"
1.44 KDA
",Izanami,"
Level 20 / 24,673G
"
856,victory,Ranked: Conquest - 4 months ago,18m,+17,+174 SR,Purification Beads,Blink Rune,5, 4, 5,"
1.88 KDA
",Poseidon,"
Level 18 / 12,055G
"
857,defeat,Ranked: Conquest - 4 months ago,10m,-16,-56 SR,Relic,Blink Rune,1, 4, 1,"
0.38 KDA
",Nemesis,"
Level 8 / 5,469G
"
858,victory,Ranked: Conquest - 4 months ago,10m,+14,+57 SR,Relic,Purification Beads,7, 0, 4,"
9 KDA
",Apollo,"
Level 12 / 7,351G
"
859,defeat,Normal: Arena - 4 months ago,17m,-16,-82 SR,Aegis Amulet Upgrade,Blink Rune Upgrade,8, 10, 11,"
1.35 KDA
",Zeus,"
Level 20 / 17,012G
"
860,defeat,Ranked: Conquest - 4 months ago,29m,-16,-90 SR,Purification Beads,Blink Rune,7, 2, 8,"
5.5 KDA
",Agni,"
Level 20 / 15,811G
"
861,victory,Ranked: Duel - 4 months ago,12m,+63,+374 SR,Horrific Emblem,Sundering Spear Upgrade,4, 0, 0,"
4 KDA
",Bellona,"
Level 15 / 10,819G
"
862,defeat,Ranked: Conquest - 4 months ago,35m,-16,-49 SR,Purification Beads Upgrade,Blink Rune Upgrade,12, 4, 8,"
4 KDA
",Scylla,"
Level 20 / 20,446G
"
863,defeat,Ranked: Conquest - 4 months ago,44m,-17,-209 SR,Purification Beads Upgrade,Blink Rune Upgrade,19, 8, 10,"
3 KDA
",Chronos,"
Level 20 / 26,415G
"
864,victory,Ranked: Conquest - 4 months ago,39m,+17,+108 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,9, 5, 7,"
2.5 KDA
",Chiron,"
Level 20 / 22,149G
"
865,defeat,Ranked: Conquest - 4 months ago,20m,-15,-58 SR,Aegis Amulet,Teleport Glyph Upgrade,1, 5, 0,"
0.2 KDA
",Aphrodite,"
Level 16 / 9,384G
"
866,victory,Ranked: Conquest - 4 months ago,19m,+19,+23 SR,Purification Beads,Blink Rune,9, 2, 10,"
7 KDA
",Scylla,"
Level 18 / 12,368G
"
867,defeat,Ranked: Conquest - 4 months ago,40m,-17,-174 SR,Purification Beads Upgrade,Blink Rune Upgrade,7, 9, 13,"
1.5 KDA
",Baron Samedi,"
Level 20 / 22,162G
"
868,defeat,Ranked: Conquest - 4 months ago,25m,-18,-118 SR,Purification Beads,Blink Rune,6, 2, 10,"
5.5 KDA
",Kumbhakarna,"
Level 19 / 13,219G
"
869,victory,Ranked: Conquest - 4 months ago,30m,+18,+49 SR,Aegis Amulet,Purification Beads,10, 3, 14,"
5.67 KDA
",The Morrigan,"
Level 20 / 19,196G
"
870,victory,Ranked: Conquest - 4 months ago,11m,+14,+93 SR,Relic,Heavenly Wings Upgrade,2, 1, 5,"
4.5 KDA
 ",Sylvanus,"
Level 10 / 6,014G
"
871,victory,Ranked: Conquest - 4 months ago,28m,+18,+170 SR,Shield of Thorns Upgrade,Blink Rune Upgrade,7, 3, 13,"
4.5 KDA
",Nike,"
Level 20 / 17,800G
"
872,defeat,Ranked: Conquest - 4 months ago,15m,-16,-94 SR,Purification Beads,Blink Rune,0, 5, 2,"
0.2 KDA
",Ullr,"
Level 13 / 7,360G
"
873,victory,Ranked: Conquest - 4 months ago,25m,+15,+75 SR,Aegis Amulet,Purification Beads,7, 3, 8,"
3.67 KDA
",Medusa,"
Level 20 / 15,389G
"
874,defeat,Ranked: Conquest - 4 months ago,30m,-19,-265 SR,Aegis Amulet,Purification Beads,7, 9, 8,"
1.22 KDA
",Fenrir,"
Level 20 / 14,784G
"
875,victory,Ranked: Conquest - 4 months ago,35m,+17,+68 SR,Purification Beads Upgrade,Blink Rune,20, 1, 7,"
23.5 KDA
",Arachne,"
Level 20 / 23,355G
"
876,defeat,Ranked: Conquest - 4 months ago,12m,-17,-69 SR,Relic,Aegis Amulet,0, 2, 1,"
0.25 KDA
",Ah Puch,"
Level 12 / 6,779G
"
877,defeat,Ranked: Conquest - 4 months ago,38m,-15,-89 SR,Aegis Amulet,Purification Beads,6, 5, 6,"
1.8 KDA
",Ra,"
Level 20 / 20,122G
"
878,defeat,Ranked: Conquest - 4 months ago,30m,-17,-112 SR,Heavenly Wings Upgrade,Magic Shell Upgrade,4, 7, 15,"
1.64 KDA
",Isis,"
Level 20 / 15,285G
"
879,defeat,Ranked: Conquest - 4 months ago,24m,-17,-76 SR,Purification Beads,Blink Rune,5, 12, 2,"
0.5 KDA
",Erlang Shen,"
Level 17 / 12,003G
"
880,defeat,Ranked: Conquest - 4 months ago,25m,-17,-198 SR,Purification Beads,Blink Rune,1, 9, 2,"
0.22 KDA
",Skadi,"
Level 19 / 12,983G
"
881,victory,Ranked: Conquest - 4 months ago,27m,+16,+53 SR,Aegis Amulet,Purification Beads,12, 2, 12,"
9 KDA
",The Morrigan,"
Level 20 / 16,986G
"
882,victory,Ranked: Conquest - 4 months ago,35m,+17,+45 SR,Purification Beads,Blink Rune,7, 9, 12,"
1.44 KDA
",Isis,"
Level 20 / 18,536G
"
883,defeat,Ranked: Conquest - 4 months ago,34m,-18,-78 SR,Heavenly Wings Upgrade,Sundering Spear Upgrade,10, 4, 12,"
4 KDA
",Achilles,"
Level 20 / 18,218G
"
884,defeat,Normal: Conquest - 4 months ago,20m,-78,-203 SR,Horrific Emblem Upgrade,Teleport Glyph Upgrade,4, 5, 6,"
1.4 KDA
",Artio,"
Level 15 / 9,843G
"
885,victory,Ranked: Conquest - 4 months ago,20m,+17,+150 SR,Aegis Amulet,Purification Beads,8, 3, 8,"
4 KDA
",Izanami,"
Level 19 / 12,893G
"
886,victory,Ranked: Conquest - 4 months ago,32m,+17,+47 SR,Purification Beads Upgrade,Blink Rune,6, 2, 8,"
5 KDA
",Nox,"
Level 20 / 17,351G
"
887,defeat,Ranked: Conquest - 4 months ago,27m,-16,-237 SR,Aegis Amulet,Purification Beads,10, 6, 2,"
1.83 KDA
",Thor,"
Level 20 / 13,504G
"
888,defeat,Ranked: Conquest - 4 months ago,26m,-17,-56 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,4, 7, 8,"
1.14 KDA
",Jormungandr,"
Level 18 / 13,042G
"
889,defeat,Ranked: Conquest - 4 months ago,28m,-18,-124 SR,Aegis Amulet,Purification Beads,2, 7, 4,"
0.57 KDA
",Nu Wa,"
Level 19 / 12,544G
"
890,victory,Ranked: Conquest - 4 months ago,24m,+19,+282 SR,Blink Rune,Purification Beads,9, 1, 10,"
14 KDA
",Mercury,"
Level 20 / 18,161G
"
891,defeat,Ranked: Conquest - 4 months ago,27m,-18,-196 SR,Purification Beads,Blink Rune,11, 4, 2,"
3 KDA
",Bakasura,"
Level 20 / 16,570G
"
892,defeat,Ranked: Conquest - 4 months ago,29m,-16,-75 SR,Aegis Amulet,Purification Beads,6, 8, 5,"
1.06 KDA
",Zeus,"
Level 20 / 14,362G
"
893,victory,Ranked: Conquest - 4 months ago,27m,+10,+91 SR,Purification Beads,Blink Rune,21, 3, 5,"
7.83 KDA
",Pele,"
Level 20 / 18,911G
"
894,defeat,Ranked: Conquest - 4 months ago,27m,-16,-116 SR,Heavenly Wings Upgrade,Blink Rune,3, 4, 3,"
1.13 KDA
",Sylvanus,"
Level 17 / 12,540G
"
895,victory,Ranked: Conquest - 4 months ago,31m,+16,+92 SR,Purification Beads Upgrade,Blink Rune Upgrade,8, 4, 13,"
3.63 KDA
",Medusa,"
Level 20 / 20,020G
"
896,victory,Ranked: Conquest - 4 months ago,26m,+17,+122 SR,Purification Beads,Blink Rune,7, 4, 9,"
2.88 KDA
",Agni,"
Level 20 / 16,009G
"
897,defeat,Ranked: Conquest - 4 months ago,23m,-18,-183 SR,Aegis Amulet,Purification Beads,7, 5, 6,"
2 KDA
",Hel,"
Level 19 / 12,814G
"
898,defeat,Ranked: Conquest - 4 months ago,26m,-18,-60 SR,Purification Beads,Blink Rune,10, 3, 4,"
4 KDA
",Scylla,"
Level 20 / 14,212G
"
899,defeat,Ranked: Conquest - 4 months ago,25m,-19,-197 SR,Aegis Amulet,Purification Beads,6, 7, 4,"
1.14 KDA
",Thoth,"
Level 20 / 13,752G
"
